t,x,y,z,dx,dy,dz
2.6,-1.1584366731789089,-0.2881657441891422,1.4380048011746451,0.3388983737917499,-1.1457972206841411,-0.12989793085652934
2.62,-1.1514359483245993,-0.3110035514375054,1.4354169476135106,0.36113124118272566,-1.137876826139836,-0.12889011829695107
2.64,-1.1439923045949663,-0.3336786943207587,1.4328491432130748,0.3831881738272642,-1.129531720324838,-0.12789296307084896
2.66,-1.136109340960619,-0.3561827151874674,1.4303011765623455,0.40506115960995004,-1.1207656049882466,-0.12690631009562026
2.68,-1.1277908162833394,-0.378507232105231,1.427772838947499,0.4267422426165055,-1.1115823406672405,-0.12593002439618317
2.7,-1.119040647496713,-0.40064394172894063,1.4252639243378644,0.4482235992133283,-1.101985908623032,-0.12496398148346088
2.72,-1.1098629084632088,-0.4225846225099751,1.4227742291297256,0.46949736030375533,-1.0919805030136018,-0.1240080364339633
2.74,-1.1002618284106789,-0.4443211376999896,1.4203035532823323,0.4905558309497451,-1.0815704211756128,-0.12306201387842464
2.7600000000000002,-1.0902417896860754,-0.46584543799342026,1.4178516995668218,0.5113913755143997,-1.0707601196015233,-0.12212579255319156
2.7800000000000002,-1.0798073263197017,-0.48714956457236974,1.4154184732026498,0.5319964743549761,-1.0595541822054848,-0.12119925226926398
2.8000000000000003,-1.0689631214857058,-0.5082256514882075,1.4130036815965517,0.5523636451278122,-1.0479573693407147,-0.12028227994493079
2.82,-1.0577140078838767,-0.5290659299100916,1.410607135109013,0.5724855459363027,-1.0359745534798002,-0.11937470084758672
2.84,-1.0460649635070627,-0.5496627294859796,1.4082286472136085,0.592354927233302,-1.0236107479623975,-0.11847639375632468
2.86,-1.034021110368703,-0.5700084814824422,1.4058680335815466,0.6119646390086046,-1.0108711015688172,-0.11758724749506655
2.88,-1.0215877120289372,-0.5900957211292174,1.4035251119710588,0.6313076309614374,-0.9977608992407561,-0.11670716511233081
2.9,-1.0087701738279522,-0.609917092062654,1.4011997024944784,0.6503769184809798,-0.9842855890005531,-0.1158359878753572
2.92,-0.9955740380688811,-0.6294653469736653,1.3988916285517328,0.669165682576427,-0.9704507063566759,-0.1149735886655634
2.94,-0.9820049828768311,-0.6487333509392545,1.3966007155659526,0.6876671908041843,-0.9562619317090331,-0.11411986644478134
2.96,-0.9680688195307647,-0.667714083579188,1.394326790965694,0.7058748365480625,-0.9417250596893894,-0.11327472689144713
2.98,-0.9537714914042362,-0.6864006426393258,1.3920696842705522,0.7237820741202015,-0.9268460575703585,-0.11243803458559398
3.0,-0.9391190704204854,-0.7047862453972815,1.3898292279554487,0.7413825381689847,-0.9116309595950227,-0.11160966604997213
3.02,-0.9241177550836731,-0.7228642314106526,1.3876052564941865,0.758669955015165,-0.8960859437304833,-0.11078952357119931
3.04,-0.908773868378314,-0.740628065217671,1.3853976064970561,0.7756381632563532,-0.8802173162225841,-0.10997748656920692
3.06,-0.8930938544391069,-0.7580713377583488,1.38320611695242,0.792281172109,-0.8640314495033294,-0.10917346307937237
3.08,-0.8770842769033386,-0.7751877695104132,1.3810306283620297,0.8085930631897114,-0.8475348833380281,-0.10837736198537584
3.1,-0.8607518161280776,-0.7919712124895654,1.3788709834179902,0.8245680668876076,-0.8307342477009527,-0.1075890708290359
3.12,-0.8441032669414954,-0.8084156528579743,1.3767270271255685,0.8402005057578918,-0.8136363279785783,-0.10680845989460863
3.14,-0.8271455350140324,-0.8245152118426814,1.3745986070368776,0.8554849522282311,-0.7962478714587675,-0.10603544619165461
3.16,-0.8098856349418986,-0.8402641486872048,1.3724855715511808,0.8704159934286793,-0.7785758692476819,-0.10526997068150479
3.18,-0.7923306876076497,-0.8556568627791653,1.3703877710749905,0.8849883990938707,-0.7606273580060972,-0.1045119180312355
3.2,-0.7744879173151541,-0.8706878955118714,1.3683050582711394,0.8991970382624501,-0.7424095273828684,-0.1037611724486851
3.22,-0.7563646491411974,-0.8853519324137643,1.3662372882115257,0.9130370041159068,-0.7239295415903442,-0.10301763119510099
3.24,-0.7379683052644636,-0.8996438037763534,1.3641843171840125,0.9265034473730012,-0.7051947762655217,-0.10228124938451799
3.2600000000000002,-0.7193064031628987,-0.9135584879442561,1.3621460029721333,0.9395916965268825,-0.6862126496267038,-0.10155192451321682
3.2800000000000002,-0.7003865522712989,-0.9270911124455421,1.3601222054499347,0.952297219507237,-0.6669906762483748,-0.10082955440992691
3.3000000000000003,-0.6812164512256635,-0.9402369559628603,1.3581127866199671,0.9646156361754947,-0.6475364461391777,-0.10011403010102526
3.3200000000000003,-0.661803884054805,-0.9529914484154361,1.356117610267551,0.9765427288841693,-0.6278576051320712,-0.0994052979456086
3.34,-0.642156718802659,-0.9653501753809934,1.354136541129326,0.9880744052616564,-0.607961918559468,-0.0987032816955491
3.36,-0.6222829035794782,-0.9773088780850827,1.3521694458759606,0.9992067367645774,-0.5878572059776346,-0.09800788562661467
3.38,-0.6021904636338095,-0.9888634550956282,1.3502161930537235,1.009935948645115,-0.5675513551686109,-0.09731901201288906
3.4,-0.5818874982048475,-1.0000099635758062,1.3482766532130899,1.0202584426594292,-0.5470522682407548,-0.09663657794588687
3.42,-0.5613821772276707,-1.0107446201992893,1.3463506979344189,1.030170707901636,-0.5263680659883505,-0.09596053737242016
3.44,-0.5406827385626691,-1.0210638031596433,1.344438200221407,1.0396694370958066,-0.5055068370411604,-0.09529080081028951
3.46,-0.5197974845499952,-1.0309640526926762,1.3425390348459532,1.048751477425128,-0.4844767376043748,-0.09462728198771231
3.48,-0.4987347788451342,-1.040442072088201,1.3406530783502506,1.0574138334407728,-0.46328598543177435,-0.09396988920090621
3.5,-0.47750304361958495,-1.0494947298364912,1.3387802089011156,1.0656536834910426,-0.4419428134402281,-0.09331856828590901
3.52,-0.4561107564618969,-1.0581190612297717,1.3369203055549321,1.0734683524346273,-0.4204555399530534,-0.09267325597211595
3.54,-0.4345664467237728,-1.066312268236457,1.3350732489867392,1.0808553519280473,-0.39883244044737864,-0.09203387114041561
3.56,-0.41287869229922475,-1.0740717204735923,1.3332389214565912,1.0878122989632466,-0.3770820288894967,-0.09140033263973635
3.58,-0.39105611645568206,-1.0813949564190926,1.3314172068822174,1.0943370113155702,-0.3552127503221314,-0.09077256231869058
3.6,-0.3691073842100347,-1.088279682836658,1.329607990363051,1.1004274672600651,-0.3332331061104199,-0.09015051428434617
3.62,-0.3470411990556693,-1.0947237749181853,1.3278111580907817,1.106081815128146,-0.3111516132049772,-0.08953411719548399
3.64,-0.3248663005003242,-1.1007252808056591,1.3260265977851622,1.111298368908928,-0.2889768178446559,-0.08892329800843868
3.66,-0.3025914602718163,-1.1062824207299844,1.3242541986202045,1.1160756079596457,-0.26671729508869646,-0.08831798330673735
3.68,-0.2802254787834683,-1.1113935865859403,1.3224938512205977,1.120412194609413,-0.2443815112968295,-0.08771811045404831
3.7,-0.2577771818190846,-1.1160573424756137,1.3207454472313256,1.124306911790585,-0.22197825174716002,-0.08712362736407897
3.72,-0.2352554172196475,-1.120272425217867,1.3190088795410984,1.1277587391896144,-0.1995161834373178,-0.08653446537057619
3.74,-0.212669051455489,-1.124037743710831,1.317284042375006,1.1307668279746679,-0.1770039631768512,-0.08595055875052537
3.7600000000000002,-0.19002696637605931,-1.127352379045659,1.3155708312628727,1.1333304964788606,-0.15445026330773004,-0.08537184203544257
3.7800000000000002,-0.1673380561017412,-1.1302155884915976,1.3138691430066733,1.13544923169934,-0.13186375033487252,-0.08479825976743882
