t,x,y,dx,dy
0.0,3.9146913710771853,1.9611660928138321,3.1320680469510758,-6.684453659877322
0.039999999999999994,4.039974092955228,1.6937879464187393,3.337990356674389,-6.217640887088027
0.07999999999999999,4.181730599611137,1.46375482184679,3.7452274876295064,-5.3495041568950885
0.11999999999999998,4.339592291965589,1.2658276138671323,4.1455807426715054,-4.603279536164241
0.15999999999999998,4.513377059024857,1.0954924589536508,4.543332024365057,-3.9620353313909007
0.19999999999999996,4.703058853914794,0.9488647873558604,4.942096039801939,-3.411101775546692
0.23999999999999996,4.908744742209013,0.8226043169099155,5.344984852159165,-2.9378029601113713
0.27999999999999997,5.130657642087527,0.7138405505469506,5.754735974459443,-2.531200161605403
0.31999999999999995,5.369123620165769,0.6201083039814833,6.173805281798565,-2.181869726667463
0.35999999999999993,5.624562064631413,0.5392909724135536,6.6044387905533455,-1.8817042996649471
0.3999999999999999,5.897478723410036,0.4695719600082876,7.048730634607111,-1.6237323278011795
0.43999999999999995,6.188460515399983,0.4093923861894593,7.508665491247243,-1.4019657259779343
0.4799999999999999,6.498171962709815,0.3574147019300528,7.986154100042825,-1.211263518541613
0.5199999999999999,6.82735284340341,0.3124913047061303,8.48306131357154,-1.0472142044938888
0.5599999999999999,7.176816867795538,0.27363756557054175,9.001229136491645,-0.9060337494262809
0.5999999999999999,7.547451174322741,0.24000860475202784,9.542495916307146,-0.7844773516033956
0.6399999999999999,7.940216541100109,0.21087937744227014,10.108712745450816,-0.67976292254072
0.6799999999999999,8.356148193958807,0.1856275709487702,10.701757501026975,-0.5895054942067213
0.7199999999999999,8.796357141182266,0.16371893790573244,11.323547285224691,-0.5116605987032365
0.7599999999999999,9.262031976776782,0.1446947230525113,11.976049593503191,-0.4444756026709511
0.7999999999999998,9.75444110866252,0.12816088969205638,12.66129253238968,-0.38644787083959864
0.8399999999999999,10.274935379367955,0.11377889338534343,13.381374312683434,-0.3362891740096883
0.8799999999999999,10.824951053677196,0.10125775577128131,14.13847236856418,-0.2928946475240075
0.9199999999999998,11.406013168853088,0.09034732158342285,14.934852038100644,-0.2553162462904224
0.9599999999999999,12.019739216725247,0.08083245606804752,15.77287494751647,-0.22274051453489763
0.9999999999999999,12.667843164654407,0.07252808042063101,16.655007443445584,-0.19446907536229563
1.0399999999999998,13.352139812200893,0.06527493003906389,17.58382890075677,-0.16990199716135956
1.0799999999999998,14.074549476714946,0.05893592064772225,18.562040053405696,-0.1485235860086508
1.1199999999999999,14.837103016473348,0.05339304315837182,19.592471436943043,-0.12989016696767042
1.16,15.64194719167039,0.0485447072903086,20.67809191401159,-0.11361969188115328
1.1999999999999997,16.49135036959427,0.04430346780787957,21.82201738608063,-0.09938269422000956
1.2399999999999998,17.38770858255684,0.04059409175270787,23.02751965379983,-0.08689454477882286
1.2799999999999998,18.333551941898257,0.03735190422557373,24.29803544706823,-0.07590889000861695
1.3199999999999998,19.3315514183223,0.034521380552018505,25.637175670178493,-0.06621187210253443
1.3599999999999999,20.384525995512536,0.03205495445737097,27.048734800659048,-0.0576170946876538
1.3999999999999997,21.495450202375014,0.029912012977006207,28.536700411750502,-0.049961293184968225
1.4399999999999997,22.667462028452576,0.02805805100257353,30.105262790171707,-0.04310050674732169
1.4799999999999998,23.90387122558875,0.02646397243722047,31.75882455919401,-0.03690659106620997
1.5199999999999998,25.2081679931881,0.02510552371727673,33.50201016511528,-0.03126408255351065
1.5599999999999998,26.584032038797975,0.023962845832939617,35.33967506109184,-0.026067259767164397
1.5999999999999996,28.035341998075435,0.023020142935903574,37.276914528643886,-0.021217353441032094
1.6399999999999997,29.56618520108949,0.022265457557657055,39.319071329745725,-0.01661958645420042
1.6799999999999997,31.180867704455096,0.021690576019567538,41.471742420940245,-0.012180179686828718
1.7199999999999998,32.883924594764714,0.021291043182710755,43.74078321789074,-0.007802955422351876
1.7599999999999998,34.680130361886356,0.02106633958577939,46.13230950964504,-0.003385470035128124
1.7999999999999998,36.57450935553632,0.021020205579900506,48.65269505989221,0.0011857833994641243
1.8399999999999996,38.572345966677716,0.02116120225773652,51.30856254309049,0.00604156696303737
1.8799999999999997,40.67919435898356,0.021503530936943502,54.10676827062525,0.011337369463873481
1.9199999999999997,42.90088742832774,0.022068191814846396,57.05437123532795,0.017264415377372833
1.9599999999999997,45.2435440578098,0.022884684167133327,60.15858529296895,0.02406430911987173
1.9999999999999998,47.71357425176526,0.02399333654443614,63.426712405749754,0.03204782891097668
2.0399999999999996,50.31768105026976,0.02544851048001145,66.86602902534821,0.04162443282635797
2.0799999999999996,53.06285657379312,0.027323291170544776,70.48362252360391,0.053342710542174265
2.1199999999999997,55.95637085215808,0.029715927323385398,74.28615287741206,0.06794807254636409
2.1599999999999997,59.005748803986094,0.03275913697425391,78.2794854458599,0.0864703799618824
2.1999999999999997,62.21872968782688,0.036633557720335996,82.46814730051915,0.11035217114540236
2.2399999999999998,65.60320058802763,0.041587310665886106,86.85449867852128,0.14164492663658734
2.28,69.16708958210859,0.047965151851262995,91.43747769159324,0.183307175000752
2.32,72.9181988033551,0.05625188466594628,96.21065450533331,0.23966979656779752
2.3599999999999994,76.8639419425352,0.06713873557668668,101.15918729667487,0.3171716425094009
2.3999999999999995,81.01093378708906,0.08162561606669827,106.25500792693549,0.4255346828294061
2.4399999999999995,85.36434257669005,0.1011815102030392,111.4490714157954,0.5796781807999816
2.4799999999999995,89.92685950035269,0.12799987053069684,116.65873063036452,0.8028731205217603
2.5199999999999996,94.69704102711923,0.1654113598447801,121.74685220493416,1.1320179993933277
2.5599999999999996,99.66660767674745,0.21856131048216312,126.48683564902831,1.6265674347451968
