sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.05,0.01,0.09949874371066199,0.04847362619729587,0.00487178273710215,0,100,0.9991026924928397,0.005115371873957257,8420.530024968904,0.105320851337525,0.10426764282394288,0.010479292394783155,11,11
64.0,1.0,3.845925372767128e-17,9.103828801926283e-17,1.0221289846942396e-16,0,100,64.0,8.760159180054894e-15,8420.530024968904,4095.0028208513377,-1.7462298274040222e-12,5.093170329928398e-13,33,11
