sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.06,0.010360459780390024,0.010189777232991493,0.06023432209204561,0.0001227741166976972,0,100,0.9961516185824315,0.0001301405636995591,8420.530024968904,0.12642085133752512,0.13127541244319219,0.00028477437702757264,19,19
