sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.042,0.030098090834018296,0.009653119368614833,0.04699895742542116,0.0011960134256052692,0,100,0.9930270863627112,0.0012462459894806907,8420.530024968904,0.08858485133752514,0.09906982799626349,0.0021455174270816014,17,17
