sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
0.992,0.0,0.0,0.006641711971366262,1.9631713135357285e-16,0,100,0.9985885782755957,3.8968670012594064e-16,8420.530024968904,-0.013115148662475096,-0.01311514866323705,1.682540617162488e-12,1,1
1.15,1.0,0.0,2.1432131431894326e-16,6.629782602478266e-17,0,100,1.15,2.579925170969555e-16,8420.530024968904,0.32532085133752475,-1.6370904631912709e-12,7.928790989427713e-13,23,1
