sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
0.992,0.011486464718160854,0.0013589473973086381,0.0040538334890650625,0.0007710463293292683,0,100,0.9960214028211525,0.0007648779586946342,8420.530024968904,-0.013115148662475096,-0.008374225014486002,0.0012965399353912835,1,1
1.1,0.044342888250085165,0.025477106889425893,0.09441379389166253,0.0008166055686812946,0,100,0.9961448267191715,0.0008982661255494245,8420.530024968904,0.21282085133752515,0.21719663288564334,0.001694083856190466,23,1
