sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.07,0.015364058330459323,0.024646487467117516,0.06896011409274946,0.00016731828052301008,0,100,0.996212677920758,0.00017903056015961994,8420.530024968904,0.147720851337525,0.15242393026030185,0.00042118693543686663,20,20
