sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.05,1.0,2.2204460492503132e-17,5.371364728662662e-16,6.021691592616447e-16,0,100,1.0499999999999998,8.200633644425975e-16,8420.530024968904,0.105320851337525,-1.837179297581315e-12,7.117317601491617e-12,11,11
64.0,1.0,2.2204460492503132e-17,4.762856775641922e-16,6.418769563240272e-16,0,100,64.0,5.1154142412191044e-14,8420.530024968904,4095.0028208513377,-1.1459633242338896e-12,7.141265293865246e-12,33,11
