sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
0.991,0.73,0.4439594576084621,0.003489530880166618,0.005814194372215914,27,100,0.9875418748977554,0.005761866622866212,8420.530024968904,-0.015098148662475053,0.006295522880354838,0.01051522785445962,0,0
1.13,1.0,0.0,6.543438357525258e-16,4.829695988521768e-16,0,100,1.1299999999999994,8.98389288479247e-16,8420.530024968904,0.27972085133752467,-5.165929906070232e-12,6.304943695690579e-12,22,0
