sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.025,0.0,0.0,0.025767240706736205,1.9848208421337166e-16,0,100,0.9985885782755957,4.1123236321665444e-16,8420.530024968904,0.053445851337524886,0.05344585133574583,3.619743209525959e-13,7,7
4.0,1.0,3.510833468576701e-17,1.63202784619898e-16,6.369042852788927e-17,0,100,4.0,7.007609531788139e-16,8420.530024968904,15.002820851337525,-1.7462298274040222e-12,5.093170329928398e-13,29,7
