sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.035,0.01,0.09949874371066199,0.034828316432039146,0.0035003775056012924,0,100,0.9989526924928398,0.0036228907182973375,8420.530024968904,0.07404585133752484,0.07330539282347673,0.007367469185185351,9,9
16.0,1.0,0.0,3.3306690738754695e-18,1.8938986056351562e-17,0,100,16.0,3.0767402982137023e-16,8420.530024968904,255.00282085133753,-1.6007106751203537e-12,8.639720972160223e-13,31,9
