sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
0.991,0.0,0.0,0.007657495737230423,1.857620354261785e-16,0,100,0.9985885782755957,3.6888820278049625e-16,8420.530024968904,-0.015098148662475053,-0.015098148662946186,9.963015281851748e-13,0,0
1.13,1.0,0.0,5.836039616171176e-16,4.354141394763145e-17,0,100,1.129999999999999,2.3393850751791097e-16,8420.530024968904,0.27972085133752467,-1.673470251262188e-12,7.128953417946986e-13,22,0
