sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.059,1.0,2.2204460492503132e-17,7.317617291674781e-16,7.026389323696405e-16,0,100,1.0589999999999997,1.0355470984145593e-15,8420.530024968904,0.12430185133752492,8.640199666842818e-12,1.4534567645441599e-11,15,15
