sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.0,0.01,0.09949874371066199,0.0013973075071606166,0.00014043468842420018,0,100,0.9986026924928398,0.00014043468842420029,8420.530024968904,0.0028208513375249655,0.002792642823606002,0.0002806711644064446,3,3
1.4,1.0,1.570092458683775e-17,2.2204460492503123e-16,1.8631667834700513e-16,0,100,1.4,4.0580132326655396e-16,8420.530024968904,0.9628208513375247,-1.709850039333105e-12,6.205926950945279e-13,25,3
