sigma1,mean_align,std_align,mean_relerr_sval,std_relerr_sval,low_sval_count,num_exper,mean_sval,std_sval,E_opt,Delta_comp,mean_Delta,std_Delta,sigma_index,machine_index
1.03,0.95,0.21794494717703375,0.002501377777190455,0.010908244806407681,5,100,1.0274235808894943,0.011235492150600001,8420.530024968904,0.06372085133752492,0.005078211829677457,0.022145384006191933,8,8
8.0,1.0,3.14018491736755e-17,9.736655925962622e-16,6.830993953920886e-16,0,100,7.9999999999999964,9.40505041466722e-15,8420.530024968904,63.002820851337525,-1.2114469427615404e-11,7.407643120675951e-12,30,8
